utc,sensor,call_type,x_local,y_local,z_local,x_utm,y_utm,z_utm,lat,lon
2021-11-04 16:06:29,hf,pair,53939.85096536019,20055.253077454974,-40.0,51667.711650198085,5005166.763018431,-40.0,45.057805199676544,-128.69413749996437
2021-11-04 16:06:43,hf,pair,80069.5572605659,19242.521807228757,-40.0,25538.005354992376,5004354.031748205,-40.0,45.033535920618036,-129.02345055097354
2021-11-04 16:06:31,hf,pair,84062.01223035244,13501.030618415974,-40.0,21545.550385205832,4998612.540559392,-40.0,44.97946246375342,-129.06840316059532
2021-11-04 16:06:22,lf,pair,79817.83477255768,18954.901341755045,-40.0,25789.727843000597,5004066.411282731,-40.0,45.0311292922462,-129.02000157721218
2021-11-04 16:06:10,lf,pair,84015.59420801162,13439.847107517902,-40.0,21591.96840754665,4998551.357048494,-40.0,44.97894600619873,-129.06775974598733
2021-11-04 16:06:41,north,hf,53850.03377289909,18370.13667651374,-40.0,51757.52884265918,5003481.64661749,-40.0,45.04276773929521,-128.6915002376691
2021-11-04 16:06:36,south,hf,52267.94294673903,19755.444448032198,-40.0,53339.61966881924,5004866.954389009,-40.0,45.05617462962165,-128.67274109932723
2021-11-04 16:06:16,south,lf,53118.647759556785,18746.6699858879,-40.0,52488.91485600149,5003858.179926864,-40.0,45.04660222356158,-128.6825943370262
2021-11-04 16:07:11,hf,pair,53843.34765498064,20032.23379020487,-40.0,51764.214960577636,5005143.743731181,-40.0,45.0576600095089,-128.69289737149217
2021-11-04 16:07:29,hf,pair,80093.37679592223,19355.81158088838,-40.0,25514.18581963604,5004467.321521864,-40.0,45.034534180324236,-129.02385806506112
2021-11-04 16:07:08,lf,pair,80154.91378855583,19289.856526356478,-40.0,25452.648827002442,5004401.3664673325,-40.0,45.03390261211651,-129.02457280755013
2021-11-04 16:07:24,north,hf,53935.216643410895,18650.769947072047,-40.0,51672.34597214738,5003762.279888049,-40.0,45.04522766236808,-128.69282662012913
2021-11-04 16:07:26,north,hf,70401.21141822879,25141.948225929704,-40.0,35206.35119732948,5010253.458166906,-40.0,45.09275620201138,-128.90682331642284
2021-11-04 16:07:21,south,hf,56026.30700426391,16657.684446125542,-40.0,49581.255611294364,5001769.194387102,-40.0,45.02605117683333,-128.71746309776603
2021-11-04 16:07:15,south,hf,84230.7674945548,13758.204668321467,-40.0,21376.795121003466,4998869.714609298,-40.0,44.98165099114987,-129.07077536753872
2021-11-04 16:07:53,hf,pair,53797.49641101565,19995.91608352492,-40.0,51810.06620454262,5005107.426024501,-40.0,45.057363677138,-128.6922855249643
2021-11-04 16:08:35,hf,pair,53770.20037118146,19986.872108530017,-40.0,51837.36224437681,5005098.3820495065,-40.0,45.057299916866484,-128.6919324982536
2021-11-04 16:08:13,hf,pair,89342.35391811836,15385.886612613838,-40.0,16265.208697439914,5000497.39655359,-40.0,44.992761182234666,-129.13680005616212
2021-11-04 16:08:11,north,hf,55363.396764399404,24723.24193409757,-40.0,50244.16585115887,5009834.751875074,-40.0,45.098715006350446,-128.71630888677825
2021-11-04 16:08:03,south,hf,54148.51391280872,17752.657493701507,-40.0,51459.048702749555,5002864.1674346775,-40.0,45.037048134744914,-128.69472090762872
2021-11-04 16:07:59,south,hf,84214.35513654156,13716.431574866288,-40.0,21393.20747901671,4998827.941515842,-40.0,44.981288108629634,-129.07052875666065
2021-11-04 16:08:32,south,hf,53210.17737162334,17425.489689161113,-40.0,52397.385243934936,5002536.999630137,-40.0,45.03470995382827,-128.68257540817456
2021-11-04 16:08:35,hf,pair,53760.29170509418,19992.624924145584,-40.0,51847.27091046409,5005104.134865122,-40.0,45.05735770864542,-128.6918124032429
2021-11-04 16:08:35,lf,pair,89404.82771056549,15537.253531053297,-40.0,16202.734904992787,5000648.76347203,-40.0,44.99407344474049,-129.13773323088336
2021-11-04 16:09:18,lf,pair,89383.36409162266,15885.714235766942,-40.0,16224.198523935615,5000997.224176743,-40.0,44.997206860241995,-129.1377966999258
2021-11-04 16:09:00,south,hf,54199.08543063914,19739.185319994864,-40.0,51408.47718491913,5004850.695260971,-40.0,45.054810154630225,-128.69713160661138
2021-11-04 16:09:07,south,lf,54525.77053760419,17250.933105774428,-40.0,51081.79207795408,5002362.4430467505,-40.0,45.03231550301471,-128.69903932436776
2021-11-04 16:09:39,hf,pair,89369.84308569774,16093.727634464147,-40.0,16237.719529860537,5001205.237575441,-40.0,44.99907783217473,-129.1378256645089
2021-11-04 16:09:33,hf,pair,53600.74060251505,22017.517194073796,-40.0,52006.822013043224,5007129.02713505,-40.0,45.07559625278753,-128.69160159041257
2021-11-04 16:10:07,south,hf,51893.51190967172,19238.247516898235,-40.0,53714.050705886555,5004349.757457875,-40.0,45.05177742432629,-128.6675498792539
2021-11-04 16:09:28,south,hf,54640.65239568575,17393.48110234,-40.0,50966.91021987252,5002504.991043316,-40.0,45.033519679011995,-128.70061770830662
2021-11-04 16:10:29,hf,pair,83793.15159280582,18790.31052521102,-40.0,21814.41102275245,5003901.820466187,-40.0,45.026989777188895,-129.07002874187705
2021-11-04 16:10:15,hf,pair,53850.25453138281,22621.301997567938,-40.0,51757.30808417546,5007732.811938544,-40.0,45.08084677128647,-128.6952949154386
2021-11-04 16:11:12,hf,pair,53380.413347807145,20186.47014021832,-40.0,52227.14926775113,5005297.980081195,-40.0,45.059334023252966,-128.68718422015073
2021-11-04 16:10:55,north,lf,76986.46864852715,22145.006325246846,-40.0,28621.09396703112,5007256.516266223,-40.0,45.061574913537164,-128.98724436931167
2021-11-04 16:10:50,south,hf,53152.59796011111,17782.453836605175,-40.0,52454.96465544716,5002893.963777581,-40.0,45.037943794651795,-128.68216548547548
2021-11-04 16:11:54,hf,pair,53309.79500963681,20265.253140165576,-40.0,52297.767605921465,5005376.763081142,-40.0,45.06008430660034,-128.68636189685864
2021-11-04 16:11:12,hf,pair,53390.99919982795,20214.975413538792,-40.0,52216.56341573032,5005326.485354515,-40.0,45.05958267336049,-128.6873434048082
2021-11-04 16:11:13,hf,pair,80481.19515116984,19537.143102491696,-40.0,25126.36746438843,5004648.653043468,-40.0,45.035898138683685,-129.02892543319325
2021-11-04 16:11:38,hf,pair,84335.64510944497,13397.272589522348,-40.0,21271.9175061133,4998508.782530499,-40.0,44.978349566807935,-129.0717558559641
2021-11-04 16:11:38,lf,pair,80614.5432337209,19453.66832842048,-40.0,24993.019381837366,5004565.178269397,-40.0,45.03506165617053,-129.03053023563564
2021-11-04 16:12:04,north,hf,73569.31422248135,24392.804867937157,-40.0,32038.248393076923,5009504.3148089135,-40.0,45.0839632909997,-128.9461701395848
2021-11-04 16:11:42,south,hf,54304.46340331467,18970.788497815844,-40.0,51303.0992122436,5004082.298438792,-40.0,45.04786074202311,-128.69777758556305
2021-11-04 16:11:58,south,hf,80676.6023161941,19636.678518953857,-40.0,24930.960299364175,5004748.18845993,-40.0,45.03665842646245,-129.03148648560574
2021-11-04 16:11:11,south,lf,53197.240275778524,18110.175223035218,-40.0,52410.32233977975,5003221.685164011,-40.0,45.04085121979566,-128.68302103591637
2021-11-04 16:11:17,south,lf,84307.58223057,13620.05890818991,-40.0,21299.980384988274,4998731.568849166,-40.0,44.98036269864623,-129.07161319026062
2021-11-04 16:12:00,south,lf,84367.55959306094,13401.760408770486,-40.0,21240.00302249733,4998513.270349747,-40.0,44.978368258524135,-129.0721626122587
2021-11-04 16:12:37,hf,pair,53227.795823346365,20304.97688225236,-40.0,52379.76679221191,5005416.486823228,-40.0,45.06049189696817,-128.6853609234156
2021-11-04 16:11:54,hf,pair,53305.52644748237,20242.315534732832,-40.0,52302.0361680759,5005353.8254757095,-40.0,45.05988153881874,-128.68628751554053
2021-11-04 16:12:40,hf,pair,82485.60433758511,19119.18640447879,-40.0,23121.958277973157,5004230.696345455,-40.0,45.030813077052485,-129.05383525215896
2021-11-04 16:12:20,hf,pair,84389.0960310021,13472.714861582803,-40.0,21218.46658455617,4998584.224802559,-40.0,44.978988901554374,-129.07250151850874
2021-11-04 16:12:01,lf,pair,84393.36797906703,13485.86651749817,-40.0,21214.194636491244,4998597.376458474,-40.0,44.979103751211,-129.07256786938487
2021-11-04 16:12:03,north,hf,74750.7166143198,23631.116943573674,-40.0,30856.846001238475,5008742.62688455,-40.0,45.076362726240404,-128.96038874575626
