call_id,segment_id,utc_time,time,dist,call_type,cable,snr,filename
2,1,2021-11-04 02:03:41,19.85793794336992,81239.01109511126,HF,South,18.11382509786412,Denoised_SNR_South_2021-11-04_02:03:22.nc
2,1,2021-11-04 02:03:42,20.015391078901636,81641.52073407405,HF,South,15.873602713407124,Denoised_SNR_South_2021-11-04_02:03:22.nc
2,1,2021-11-04 02:03:42,20.645203621028507,82768.54772316982,HF,South,17.980878896699746,Denoised_SNR_South_2021-11-04_02:03:22.nc
2,1,2021-11-04 02:03:43,21.532666748570914,84096.82953174697,HF,South,8.115257599448839,Denoised_SNR_South_2021-11-04_02:03:22.nc
2,2,2021-11-04 02:03:41,19.843624021957943,79306.96482808994,HF,South,15.075131284138973,Denoised_SNR_South_2021-11-04_02:03:22.nc
2,2,2021-11-04 02:03:42,20.71677322808838,77636.54982639442,HF,South,20.60395851927722,Denoised_SNR_South_2021-11-04_02:03:22.nc
2,2,2021-11-04 02:03:43,21.74737556975053,76227.7660900247,HF,South,1.4904092650579124,Denoised_SNR_South_2021-11-04_02:03:22.nc
2,2,2021-11-04 02:03:45,23.69406888177904,73591.32795481851,HF,South,5.48476828494311,Denoised_SNR_South_2021-11-04_02:03:22.nc
2,2,2021-11-04 02:03:46,24.638787694969345,72202.66970039693,HF,South,8.113470655488472,Denoised_SNR_South_2021-11-04_02:03:22.nc
2,2,2021-11-04 02:03:49,27.43000237030434,67996.44397323592,HF,South,8.242769975155705,Denoised_SNR_South_2021-11-04_02:03:22.nc
2,2,2021-11-04 02:03:50,27.98824530537134,66909.66794803643,HF,South,10.243332009601152,Denoised_SNR_South_2021-11-04_02:03:22.nc
2,2,2021-11-04 02:03:51,29.09041725409336,65199.00198244462,HF,South,7.2616646949865675,Denoised_SNR_South_2021-11-04_02:03:22.nc
3,1,2021-11-04 02:03:41,19.556711809761183,83264.68742763012,HF,South,15.890489992249245,Denoised_SNR_South_2021-11-04_02:03:22.nc
3,1,2021-11-04 02:03:41,19.866489221990935,82587.16615665743,HF,South,10.319889894236374,Denoised_SNR_South_2021-11-04_02:03:22.nc
3,1,2021-11-04 02:03:42,20.086775381798763,82238.72664587149,HF,South,15.364168683605842,Denoised_SNR_South_2021-11-04_02:03:22.nc
3,1,2021-11-04 02:03:42,20.589303183860366,81503.13212310114,HF,South,5.522469135204156,Denoised_SNR_South_2021-11-04_02:03:22.nc
3,1,2021-11-04 02:03:43,21.078063100933978,80612.67559553705,HF,South,3.5804480745001896,Denoised_SNR_South_2021-11-04_02:03:22.nc
3,2,2021-11-04 02:03:41,19.625551234701128,84464.86796478173,HF,South,19.968027921251366,Denoised_SNR_South_2021-11-04_02:03:22.nc
3,2,2021-11-04 02:03:42,20.09365932429276,85132.7103604548,HF,South,11.921507963949253,Denoised_SNR_South_2021-11-04_02:03:22.nc
3,2,2021-11-04 02:03:43,21.022991560982025,86749.08253548964,HF,South,8.767993890812535,Denoised_SNR_South_2021-11-04_02:03:22.nc
3,2,2021-11-04 02:03:43,21.491099650573652,87310.457302867,HF,South,3.4702106483646116,Denoised_SNR_South_2021-11-04_02:03:22.nc
4,1,2021-11-04 02:04:06,43.994538346949206,25068.845675416826,HF,South,8.938112346138922,Denoised_SNR_South_2021-11-04_02:03:22.nc
4,1,2021-11-04 02:04:06,44.57284632193889,23567.72802472943,HF,South,16.262588312713998,Denoised_SNR_South_2021-11-04_02:03:22.nc
4,1,2021-11-04 02:04:07,45.25495316423441,22045.76151778248,HF,South,17.85908953625637,Denoised_SNR_South_2021-11-04_02:03:22.nc
4,1,2021-11-04 02:04:08,45.98154523537529,20899.074423507387,HF,South,15.661204336723962,Denoised_SNR_South_2021-11-04_02:03:22.nc
4,1,2021-11-04 02:04:08,46.839476682432,19580.799574307715,HF,South,17.30905143960445,Denoised_SNR_South_2021-11-04_02:03:22.nc
4,1,2021-11-04 02:04:09,47.35452784827635,18685.83990260189,HF,South,17.923268096570606,Denoised_SNR_South_2021-11-04_02:03:22.nc
4,1,2021-11-04 02:04:10,48.50124553826942,17135.031921859732,HF,South,13.87847421125973,Denoised_SNR_South_2021-11-04_02:03:22.nc
4,1,2021-11-04 02:04:11,49.93139282017502,14786.87408579919,HF,South,14.931480549509995,Denoised_SNR_South_2021-11-04_02:03:22.nc
4,1,2021-11-04 02:04:12,50.088217004755094,14293.65936768716,HF,South,10.719965196194263,Denoised_SNR_South_2021-11-04_02:03:22.nc
4,2,2021-11-04 02:04:05,43.59727539703697,31073.37461224139,HF,South,8.357033986744044,Denoised_SNR_South_2021-11-04_02:03:22.nc
4,2,2021-11-04 02:04:05,43.707755213920464,31228.710071779577,HF,South,9.674734070942272,Denoised_SNR_South_2021-11-04_02:03:22.nc
4,2,2021-11-04 02:04:06,44.3124868431775,32356.93604105693,HF,South,10.147872094618714,Denoised_SNR_South_2021-11-04_02:03:22.nc
4,2,2021-11-04 02:04:06,44.62648211221481,32871.99572268355,HF,South,11.549739681015057,Denoised_SNR_South_2021-11-04_02:03:22.nc
4,2,2021-11-04 02:04:07,45.46961755685203,34327.2437120413,HF,South,13.09639875444754,Denoised_SNR_South_2021-11-04_02:03:22.nc
4,2,2021-11-04 02:04:07,45.899907369977235,34924.058898688025,HF,South,15.863359986913592,Denoised_SNR_South_2021-11-04_02:03:22.nc
4,2,2021-11-04 02:04:08,46.6965249969793,36297.55138302569,HF,South,20.08159265575741,Denoised_SNR_South_2021-11-04_02:03:22.nc
4,2,2021-11-04 02:04:09,47.43499535193741,37466.65510481309,HF,South,19.899057153171448,Denoised_SNR_South_2021-11-04_02:03:22.nc
4,2,2021-11-04 02:04:09,47.3419597166671,37066.05313021461,HF,South,18.812069532234936,Denoised_SNR_South_2021-11-04_02:03:22.nc
4,2,2021-11-04 02:04:10,48.09787425323839,38382.316761038215,HF,South,17.056563303166687,Denoised_SNR_South_2021-11-04_02:03:22.nc
4,2,2021-11-04 02:04:11,48.98752751551076,39633.175987845716,HF,South,17.341530367286886,Denoised_SNR_South_2021-11-04_02:03:22.nc
4,2,2021-11-04 02:04:11,49.42363205584036,40328.09778051655,HF,South,20.51981826641922,Denoised_SNR_South_2021-11-04_02:03:22.nc
4,2,2021-11-04 02:04:11,49.69081481104318,40862.848275366036,HF,South,20.12100010248499,Denoised_SNR_South_2021-11-04_02:03:22.nc
4,2,2021-11-04 02:04:12,50.14182719277792,41604.55018746208,HF,South,17.531445193651223,Denoised_SNR_South_2021-11-04_02:03:22.nc
