call_id,utc_time,time,dist,call_type,cable,snr,filename
2,2021-11-03 22:10:53,21.299749717673304,34927.79259575727,HF,South,16.89973905653376,Denoised_SNR_South_2021-11-03_22:10:32.nc
2,2021-11-03 22:10:53,21.603661298741034,35562.676473402134,HF,South,16.984045975767543,Denoised_SNR_South_2021-11-03_22:10:32.nc
2,2021-11-03 22:10:53,21.73223927534661,36081.16497347877,HF,South,23.583931521157254,Denoised_SNR_South_2021-11-03_22:10:32.nc
2,2021-11-03 22:10:53,21.790683810167327,36324.53712657597,HF,South,23.941408919808985,Denoised_SNR_South_2021-11-03_22:10:32.nc
2,2021-11-03 22:10:54,22.164728833019918,37086.3977797498,HF,South,18.24303569211511,Denoised_SNR_South_2021-11-03_22:10:32.nc
2,2021-11-03 22:10:54,22.46864041408765,37784.77004515915,HF,South,16.393862010391263,Denoised_SNR_South_2021-11-03_22:10:32.nc
2,2021-11-03 22:10:54,22.573840576764937,38112.79338194233,HF,South,17.83155430344461,Denoised_SNR_South_2021-11-03_22:10:32.nc
2,2021-11-03 22:10:55,23.29855280854183,39710.584474015224,HF,South,14.942065771108844,Denoised_SNR_South_2021-11-03_22:10:32.nc
2,2021-11-03 22:10:54,22.78803828454922,23609.45001659531,HF,South,10.666901633442704,Denoised_SNR_South_2021-11-03_22:10:32.nc
2,2021-11-03 22:10:56,24.376262858363372,20145.79805363005,HF,South,13.252977249324704,Denoised_SNR_South_2021-11-03_22:10:32.nc
2,2021-11-03 22:10:57,25.345698637185,18698.71974026181,HF,South,14.402009977694902,Denoised_SNR_South_2021-11-03_22:10:32.nc
2,2021-11-03 22:10:56,24.109110795742996,40964.553533254395,HF,South,21.11921846663517,Denoised_SNR_South_2021-11-03_22:10:32.nc
2,2021-11-03 22:10:56,24.31754889516275,41386.62071061096,HF,South,24.02986861181617,Denoised_SNR_South_2021-11-03_22:10:32.nc
3,2021-11-03 22:11:35,63.74124101425975,35159.763654220646,HF,South,20.0476074769753,Denoised_SNR_South_2021-11-03_22:10:32.nc
3,2021-11-03 22:11:36,64.07788153482709,36048.60108292345,HF,South,22.90894695744872,Denoised_SNR_South_2021-11-03_22:10:32.nc
3,2021-11-03 22:11:37,65.18131435224223,38537.3458832913,HF,South,22.269840571594067,Denoised_SNR_South_2021-11-03_22:10:32.nc
3,2021-11-03 22:11:37,65.77978638880636,40001.81136105878,HF,South,17.576389796953173,Denoised_SNR_South_2021-11-03_22:10:32.nc
3,2021-11-03 22:11:38,66.33150279751393,40535.113818280464,HF,South,24.57936620566133,Denoised_SNR_South_2021-11-03_22:10:32.nc
3,2021-11-03 22:11:37,65.10009226472948,23653.671311726088,HF,South,14.809695800790355,Denoised_SNR_South_2021-11-03_22:10:32.nc
3,2021-11-03 22:11:37,65.75494258950563,22220.43609950707,HF,South,11.32014163820991,Denoised_SNR_South_2021-11-03_22:10:32.nc
3,2021-11-03 22:11:38,66.67504874203918,20644.627750994016,HF,South,11.900209977610892,Denoised_SNR_South_2021-11-03_22:10:32.nc
3,2021-11-03 22:11:39,67.28845284372822,19564.073454870777,HF,South,11.67417841258454,Denoised_SNR_South_2021-11-03_22:10:32.nc
3,2021-11-03 22:11:39,67.82320799169108,18490.822406497344,HF,South,10.915376208049283,Denoised_SNR_South_2021-11-03_22:10:32.nc
3,2021-11-03 22:11:40,68.18619658003672,17991.942016897654,HF,South,12.293822397619346,Denoised_SNR_South_2021-11-03_22:10:32.nc
3,2021-11-03 22:11:40,68.3657145703488,17047.996675940805,HF,South,10.021384277053604,Denoised_SNR_South_2021-11-03_22:10:32.nc
3,2021-11-03 22:11:40,68.7460226815708,16428.964815817857,HF,South,11.072846873362328,Denoised_SNR_South_2021-11-03_22:10:32.nc
4,2021-11-03 22:11:15,43.24887883628721,35857.83855548045,LF,South,21.427035480781786,Denoised_SNR_South_2021-11-03_22:10:32.nc
