call_id,segment_id,utc_time,time,dist,call_type,cable,snr,filename
1,3,2021-11-04 16:12:49,7.260241168694933,65266.4411499963,HF,North,13.720542106972488,Denoised_SNR_North_2021-11-04_16:12:42.nc
1,3,2021-11-04 16:12:49,7.866232909783627,64363.162307607345,HF,North,13.783831263207182,Denoised_SNR_North_2021-11-04_16:12:42.nc
1,3,2021-11-04 16:12:50,8.463111993111587,63575.195657863784,HF,North,9.97314414162368,Denoised_SNR_North_2021-11-04_16:12:42.nc
1,3,2021-11-04 16:12:50,8.823061974660511,62883.32250199139,HF,North,12.31637615052284,Denoised_SNR_North_2021-11-04_16:12:42.nc
1,3,2021-11-04 16:12:52,10.146675514406866,61204.889475708354,HF,North,16.74643922634984,Denoised_SNR_North_2021-11-04_16:12:42.nc
1,3,2021-11-04 16:12:52,10.606864731323844,60154.26727605027,HF,North,11.788919683464703,Denoised_SNR_North_2021-11-04_16:12:42.nc
1,3,2021-11-04 16:12:53,11.315373872220775,59068.410795306096,HF,North,13.120434815468277,Denoised_SNR_North_2021-11-04_16:12:42.nc
1,3,2021-11-04 16:12:53,11.759615938056472,58120.28832244392,HF,North,10.397040860369474,Denoised_SNR_North_2021-11-04_16:12:42.nc
1,3,2021-11-04 16:12:54,12.40661463906846,56951.15081367807,HF,North,14.488495016612017,Denoised_SNR_North_2021-11-04_16:12:42.nc
1,3,2021-11-04 16:12:54,12.7642864561772,56364.980501063954,HF,North,15.05476883470928,Denoised_SNR_North_2021-11-04_16:12:42.nc
1,3,2021-11-04 16:12:55,13.065004162281364,55743.575907363746,HF,North,16.619581774191477,Denoised_SNR_North_2021-11-04_16:12:42.nc
1,3,2021-11-04 16:12:56,14.290656631099848,53347.64479350934,HF,North,11.02685696560688,Denoised_SNR_North_2021-11-04_16:12:42.nc
2,3,2021-11-04 16:13:24,42.09623192826299,39222.181100612346,HF,North,11.067619530118991,Denoised_SNR_North_2021-11-04_16:12:42.nc
2,3,2021-11-04 16:13:24,42.155835333618555,38795.87969973873,HF,North,16.964732102006607,Denoised_SNR_North_2021-11-04_16:12:42.nc
2,3,2021-11-04 16:13:24,42.53677883741287,37823.038041334854,HF,North,11.69415499911544,Denoised_SNR_North_2021-11-04_16:12:42.nc
2,3,2021-11-04 16:13:25,43.075800938019796,36824.69117091289,HF,North,9.879457082596739,Denoised_SNR_North_2021-11-04_16:12:42.nc
2,3,2021-11-04 16:13:25,43.36604360757737,36376.52815973807,HF,North,11.714208022852759,Denoised_SNR_North_2021-11-04_16:12:42.nc
2,3,2021-11-04 16:13:26,44.35338697455446,34645.81734422554,HF,North,6.940960388524544,Denoised_SNR_North_2021-11-04_16:12:42.nc
2,3,2021-11-04 16:13:26,44.70841595428113,33778.64013561085,HF,North,11.568931581705227,Denoised_SNR_North_2021-11-04_16:12:42.nc
2,3,2021-11-04 16:13:27,45.387376484853306,32532.528348441832,HF,North,2.9364792517051606,Denoised_SNR_North_2021-11-04_16:12:42.nc
2,4,2021-11-04 16:13:23,41.796855784788114,46799.93646062848,HF,North,8.203748623847247,Denoised_SNR_North_2021-11-04_16:12:42.nc
2,4,2021-11-04 16:13:24,42.01937468770442,47461.21563081361,HF,North,19.49462793629786,Denoised_SNR_North_2021-11-04_16:12:42.nc
2,4,2021-11-04 16:13:24,42.368324785459535,48124.86497723596,HF,North,17.97222131233835,Denoised_SNR_North_2021-11-04_16:12:42.nc
2,4,2021-11-04 16:13:24,42.49644172956286,48579.93881478271,HF,North,18.86764946914367,Denoised_SNR_North_2021-11-04_16:12:42.nc
2,4,2021-11-04 16:13:24,42.95496552951161,49734.21464231016,HF,North,19.319727692105015,Denoised_SNR_North_2021-11-04_16:12:42.nc
2,4,2021-11-04 16:13:25,43.21962816404086,50182.17795114524,HF,North,15.443428507140158,Denoised_SNR_North_2021-11-04_16:12:42.nc
2,4,2021-11-04 16:13:25,43.668037468402495,51030.701044070964,HF,North,12.324592170036034,Denoised_SNR_North_2021-11-04_16:12:42.nc
2,4,2021-11-04 16:13:26,44.155219005848046,51926.627661741135,HF,North,16.22610386780719,Denoised_SNR_North_2021-11-04_16:12:42.nc
2,4,2021-11-04 16:13:26,44.57328482344836,52597.387536875154,HF,North,17.575846585722697,Denoised_SNR_North_2021-11-04_16:12:42.nc
2,4,2021-11-04 16:13:27,45.0014651366358,53296.58952685584,HF,North,12.234575034703573,Denoised_SNR_North_2021-11-04_16:12:42.nc
2,4,2021-11-04 16:13:27,45.38075872115223,53825.1388277565,HF,North,16.105101475266896,Denoised_SNR_North_2021-11-04_16:12:42.nc
2,4,2021-11-04 16:13:27,45.690936585823444,54462.7162355694,HF,North,14.818212071871178,Denoised_SNR_North_2021-11-04_16:12:42.nc
2,4,2021-11-04 16:13:28,46.1983471144432,55460.56043144014,HF,North,8.003053909426065,Denoised_SNR_North_2021-11-04_16:12:42.nc
2,4,2021-11-04 16:13:28,46.52201097323056,56031.772904610814,HF,North,6.582887829980714,Denoised_SNR_North_2021-11-04_16:12:42.nc
2,4,2021-11-04 16:13:28,46.87601831877923,56569.80291046036,HF,North,11.207958575658976,Denoised_SNR_North_2021-11-04_16:12:42.nc
